Symbol,Name,Currency,Last Price,ADT (Value),Turnover Rate %,Market Cap,Exchange,Board
GECC.US,Great Elm Capital Corp.,USD,6.85,715041.6333333333,0.7635097262397066,88079889.3,NASD,SecurityBoard.Unknown
BGLC.US,BioNexus Gene Lab Corp.,USD,4.01,714691.8,5.9484456620510056,9478982.36,NASD,SecurityBoard.Unknown
AVEE.US,Avantis Emerging Markets Sm Cp Eq ETF,USD,63.56,714312.9,1.5293466666666666,47670000.0,AMEX,SecurityBoard.Unknown
CPLS.US,AB Core Plus Bond ETF,USD,35.625,713277.6,0.476675743008147,149308507.5,NASD,SecurityBoard.Unknown
CEGX.US,Tradr 2X Long CEG Daily ETF,USD,25.66,712451.1,0.0,0.0,AMEX,SecurityBoard.Unknown
HGLB.US,Highland Global Allocation Fund,USD,8.71,712422.4,0.3321592157860454,201919723.07000002,NYSE,SecurityBoard.Unknown
GELHY.US,,USD,44.82,712392.2196666667,0.002923888744906761,24422668723.08,OTC,SecurityBoard.Unknown
RSBA.US,Return Stacked Bonds & Mrg Arbtrg ETF,USD,20.95,712037.3666666667,3.935827450980392,17807500.0,AMEX,SecurityBoard.Unknown
CDL.US,VictoryShares US LgCp Hi Div Vol Wtd ETF,USD,68.964,711778.7333333333,0.19582158730158727,362061000.0,NASD,SecurityBoard.Unknown
SVNLY.US,Svenska Handelsbanken AB (publ),USD,7.15,711584.8000666667,0.002551080291002452,28314407464.2,OTC,SecurityBoard.Unknown
GNLX.US,Genelux Corporation,USD,3.39,711529.8666666667,0.427775159971643,127526504.82000001,NASD,SecurityBoard.Unknown
CPRY.US,Calamos Russell 2000 Str Alt Prt ETF-Jan,USD,27.12,711474.5,1.1104402342006032,64410027.120000005,AMEX,SecurityBoard.Unknown
SWZ.US,Total Return Securities Fund,USD,6.23,711130.9,0.8845976835948741,80932085.92,NYSE,SecurityBoard.Unknown
OSTX.US,OS Therapies Incorporated,USD,1.53,710816.8333333334,1.1908238436419332,53877958.56,AMEX,SecurityBoard.Unknown
ZNB.US,Zeta Network Group,USD,0.6802,710060.8,0.6359990553071659,99499415.20920001,NASD,SecurityBoard.Unknown
RSHO.US,Tema American Reshoring ETF,USD,45.883,710007.5666666667,0.4163684210526316,174355400.0,AMEX,SecurityBoard.Unknown
FMAY.US,FT Vest US Equity Buffer ETF May,USD,53.616,709817.2666666667,0.06775847415104058,1058916107.232,AMEX,SecurityBoard.Unknown
ROKT.US,Stt Strt® SPDR® S&PKenshoFnlFrntrsETF,USD,91.91,709632.1666666666,2.350838095238095,32168500.0,AMEX,SecurityBoard.Unknown
GAUG.US,FT Vest U.S. Eq Mod Buffr ETF - Aug,USD,39.49,709381.0333333333,0.27281704260651624,262608500.0,AMEX,SecurityBoard.Unknown
BAPR.US,Innovator U.S. Equity Buffer ETF™ - Apr,USD,48.21,709288.1666666666,0.16415180055401662,435095250.0,AMEX,SecurityBoard.Unknown
FLEE.US,Franklin FTSE Europe ETF,USD,37.29,709162.9333333333,0.5760813725490196,126786000.0,AMEX,SecurityBoard.Unknown
DDI.US,"DoubleDown Interactive Co., Ltd.",USD,8.75,708767.8,0.16478270731557687,433592600.0,NASD,SecurityBoard.Unknown
HIG-G.US,,USD,25.04,708653.1666666666,0.0,0.0,NYSE,SecurityBoard.Unknown
TPGXL.US,,USD,25.05,708213.0,0.0,0.0,NASD,SecurityBoard.Unknown
MBCC.US,Monarch Blue Chips Core ETF,USD,37.433,708097.1666666666,0.6211645161290322,116042300.0,AMEX,SecurityBoard.Unknown
BAER.US,"Bridger Aerospace Group Holdings, Inc.",USD,2.14,708082.6,0.7035894140882009,118862242.56,NASD,SecurityBoard.Unknown
OWNB.US,Bitwise Bitcoin Std Corporations ETF,USD,24.16,708080.0,3.1124720353232114,22952193.28,AMEX,SecurityBoard.Unknown
CSB.US,VictoryShares US SmCp Hi Div Vol Wtd ETF,USD,59.42,707450.0,0.2436829931972789,291158000.0,NASD,SecurityBoard.Unknown
SMHI.US,SEACOR Marine Holdings Inc.,USD,6.02,706147.1,0.39571165149326304,162397079.17999998,NYSE,SecurityBoard.Unknown
RCEL.US,"AVITA Medical, Inc.",USD,3.29,705455.5,0.6566528220105666,100958417.21000001,NASD,SecurityBoard.Unknown
PNI.US,PIMCO NY Municipal Income II,USD,7.01,705388.6684666667,0.4285241871283958,167436682.04,NYSE,SecurityBoard.Unknown
HIDV.US,AB US High Dividend ETF,USD,81.597,705364.2666666667,0.7093544914564243,99549971.94,AMEX,SecurityBoard.Unknown
SABA.US,Saba Capital Income & ops Fund II,USD,8.32,705182.3666666667,0.29252130387692243,235083796.48000002,NYSE,SecurityBoard.Unknown
FOF.US,Cohen & Steers Closed-End Opp,USD,13.38,705126.5666666667,0.19381517823176952,370183456.5,NYSE,SecurityBoard.Unknown
IRTR.US,iShares LifePath Retirement ETF,USD,31.07,704513.4333333333,3.1624179353689894,22403893.46,AMEX,SecurityBoard.Unknown
KPDD.US,KraneShares 2x Long PDD Daily ETF,USD,13.04,704031.6333333333,13.34352375129285,4564026.08,NASD,SecurityBoard.Unknown
TCRX.US,"TScan Therapeutics, Inc.",USD,1.18,703127.7333333333,1.2231848739860574,66962631.739999995,NASD,SecurityBoard.Unknown
PPIE.US,Putnam PanAgora ESG Intl Eq ETF,USD,27.485,702543.7666666667,0.2807632058287796,251487750.0,AMEX,SecurityBoard.Unknown
TPOR.US,Direxion Dly Transp Bull 3X Shrs ETF,USD,32.95,702380.7333333333,3.792971456158684,19770032.950000003,AMEX,SecurityBoard.Unknown
HYPR.US,"Hyperfine, Inc.",USD,1.0,702221.4,0.7095496167383823,97168657.0,NASD,SecurityBoard.Unknown
EBMT.US,"Eagle Bancorp Montana, Inc.",USD,19.52,701883.4666666667,0.4829223949981849,152533769.6,NASD,SecurityBoard.Unknown
SFTY.US,Horizon Managed Risk ETF,USD,28.46,701839.0333333333,124.49516666666666,569200.0,AMEX,SecurityBoard.Unknown
FF.US,FutureFuel Corp.,USD,3.24,701671.7,0.4910468234813877,141922507.32000002,NYSE,SecurityBoard.Unknown
LOTI.US,Liberty One Tactical Income ETF,USD,25.048,701657.8666666667,0.0,0.0,NASD,SecurityBoard.Unknown
XSHD.US,Invesco S&P SmallCap Hi Div Low Vol ETF,USD,12.96,700305.5,0.9859852484544175,71150412.96000001,AMEX,SecurityBoard.Unknown
PRXG.US,Praxis Impact Large Cap Growth ETF,USD,36.774,700103.4,1.4376427672955974,48725550.0,AMEX,SecurityBoard.Unknown
FFEM.US,Fidelity Fundamental Emerging Mkts ETF,USD,35.14,699934.8666666667,5.125208333333333,14056000.0,AMEX,SecurityBoard.Unknown
TKNO.US,"Alpha Teknova, Inc.",USD,4.09,698122.7333333333,0.3052722863486243,218934321.66,NASD,SecurityBoard.Unknown
CDT.US,CDT Equity Inc.,USD,1.48,697472.6333333333,20.251274189344723,2411514.96,NASD,SecurityBoard.Unknown
WOOD.US,iShares Global Timber & Forestry ETF,USD,72.74,697336.6333333333,0.3017170781893004,235677599.99999997,NASD,SecurityBoard.Unknown
UNMA.US,,USD,23.4,696414.6666666666,0.014942200000000003,4680000000.0,NYSE,SecurityBoard.Unknown
TSE.US,Trinseo PLC,USD,0.6159,695165.7666666667,3.219747642651955,22168451.4651,NYSE,SecurityBoard.Unknown
OPXS.US,"Optex Systems Holdings, Inc",USD,13.31,694674.4333333333,0.7314921534441452,91899666.98,NASD,SecurityBoard.Unknown
ANEL.US,Defiance Daily Target 2X Long ANET ETF,USD,15.9,693710.7333333333,0.0,0.0,NASD,SecurityBoard.Unknown
FOFO.US,"Hang Feng Technology Innovation Co., Ltd.",USD,6.06,693458.0666666667,1.081161845855315,41639775.0,NASD,SecurityBoard.Unknown
DUKB.US,,USD,24.65,693228.0666666667,0.0036268220463549976,18978010350.0,NYSE,SecurityBoard.Unknown
TDS-U.US,,USD,21.33,692952.3666666667,0.0,0.0,NYSE,SecurityBoard.Unknown
RF-E.US,,USD,17.5,692720.3666666667,0.0,0.0,NYSE,SecurityBoard.Unknown
SNOV.US,FT Vest U.S. Sm Cp Mod Buf ETF -Nov,USD,25.11,691509.7,0.610281884057971,115506000.0,AMEX,SecurityBoard.Unknown
DJAN.US,FT Vest US Equity Dp Bffr ETF Jan,USD,43.56,690404.3333333334,0.17864316305925593,389862087.12,AMEX,SecurityBoard.Unknown
MQT.US,BlackRock MuniYield Quality II,USD,10.13,689817.1333333333,0.31196599019958676,224427232.56000003,NYSE,SecurityBoard.Unknown
CFO.US,VictoryShares US 500 Enh Vol Wtd ETF,USD,74.958,689475.9,0.15913675213675213,438504300.0,NASD,SecurityBoard.Unknown
BSMY.US,Invesco BulletShares 2034 Muncpl Bd ETF,USD,24.782,689472.0,1.7518520833333335,39651200.0,NASD,SecurityBoard.Unknown
FGMC.US,FG Merger II Corp.,USD,10.08,687886.3,0.6646619657206498,103781664.0,NASD,SecurityBoard.Unknown
GSRF.US,GSR IV Acquisition Corp.,USD,10.0,687813.4,0.2343180697488565,294055000.0,NASD,SecurityBoard.Unknown
EMF.US,Templeton Emerging Markets,USD,18.24,687434.8333333334,0.2632496444309115,276752966.4,NYSE,SecurityBoard.Unknown
CCIF.US,Carlyle Credit Income Ord,USD,4.69,687040.0,0.674065826857362,99421537.18,NYSE,SecurityBoard.Unknown
WRB-F.US,,USD,20.37,685780.7,0.0,0.0,NYSE,SecurityBoard.Unknown
AEGOF.US,Aegon Ltd.,USD,7.85,685694.9817333333,0.0056123651035792504,12303295917.55,OTC,SecurityBoard.Unknown
FSTR.US,L.B. Foster Company,USD,27.57,684578.9333333333,0.2402534883465093,286535258.13,NASD,SecurityBoard.Unknown
CMSC.US,,USD,23.0,684030.0666666667,0.010153103419757682,6674508000.0,NYSE,SecurityBoard.Unknown
BWG.US,BrandywineGLOBAL – Global Inc Opp Fund,USD,8.54,683496.2333333333,0.4837634590206018,143402279.44,NYSE,SecurityBoard.Unknown
HPF.US,JH Preferred Income II,USD,16.09,682886.0333333333,0.19572476673760733,347154203.66,NYSE,SecurityBoard.Unknown
FUJHY.US,Subaru Corporation,USD,10.67,682454.2843333334,0.004376641728870257,15334795213.1,OTC,SecurityBoard.Unknown
CHIQ.US,Global X MSCI China Consumer Disc ETF,USD,21.6,682452.2,0.28667216117216116,235872000.00000003,AMEX,SecurityBoard.Unknown
MGR.US,,USD,21.33,681174.6333333333,0.0,0.0,NYSE,SecurityBoard.Unknown
ACTU.US,"Actuate Therapeutics, Inc.",USD,6.49,680041.8306000001,0.4263907474867626,150849198.72,NASD,SecurityBoard.Unknown
NVCT.US,"Nuvectis Pharma, Inc.",USD,8.79,679178.3,0.3653894723341189,225154935.83999997,NASD,SecurityBoard.Unknown
BCBP.US,"BCB Bancorp, Inc.",USD,7.92,678971.5333333333,0.4806370049982763,136447391.52,NASD,SecurityBoard.Unknown
IVVB.US,iShares Large Cap Deep Qt Ldrd ETF,USD,33.35,678906.8333333334,0.23434831029185868,289478000.0,AMEX,SecurityBoard.Unknown
PTHS.US,Pelthos Therapeutics Inc.,USD,28.0,678714.7,0.8395015012349294,86427068.0,AMEX,SecurityBoard.Unknown
DECT.US,AllianzIM US Equity Buffer10 Dec ETF,USD,36.886,678542.2666666667,0.5804947916666666,118035200.00000001,AMEX,SecurityBoard.Unknown
TAXE.US,T. Rowe Price Intermediate Muncpl IncETF,USD,51.41,677806.9333333333,1.152240579710145,59121499.99999999,NASD,SecurityBoard.Unknown
FITE.US,Stt Strt® SPDR® S&PKenshoFutSecETF,USD,90.81,677725.6,0.8024897959183673,88993800.0,AMEX,SecurityBoard.Unknown
ISRA.US,VanEck Israel ETF,USD,62.27,677653.1333333333,0.5268590909090909,136994000.0,AMEX,SecurityBoard.Unknown
BUFP.US,PGIM Laddered S&P 500 Buffer 12 ETF,USD,30.26,677144.9333333333,1.415174004192872,48113400.0,AMEX,SecurityBoard.Unknown
PIM.US,Putnam Master Intermediate Income,USD,3.32,676913.4333333333,0.4283660674464069,159972012.12,NYSE,SecurityBoard.Unknown
SHPU.US,Direxion Daily SHOP Bull 2X ETF,USD,31.069,676381.0333333333,0.0,0.0,NASD,SecurityBoard.Unknown
RJF-B.US,,USD,24.99,676274.2,0.0,0.0,NYSE,SecurityBoard.Unknown
SAMG.US,Silvercrest Asset Management Group Inc.,USD,15.59,676217.3666666667,0.36897446549032975,190797341.96,NASD,SecurityBoard.Unknown
AUOTY.US,AUO Corporation,USD,5.26,676196.2837333333,0.024555448489103356,3969774058.22,OTC,SecurityBoard.Unknown
TVA.US,Texas Ventures Acquisition III Corp,USD,10.83,676079.2666666667,0.2126546666666667,324900000.0,NASD,SecurityBoard.Unknown
SWP.US,SWP Growth & Income ETF,USD,28.215,675896.9333333333,0.6951358748778104,96213150.0,NASD,SecurityBoard.Unknown
JXN-A.US,,USD,25.93,674036.7333333333,0.0,0.0,NYSE,SecurityBoard.Unknown
NBCR.US,Neuberger Core Equity ETF,USD,31.911,673941.4333333333,0.2074909773731409,327885556.911,AMEX,SecurityBoard.Unknown
TUSK.US,"Mammoth Energy Services, Inc.",USD,1.92,672382.2666666667,0.7337796057126157,92532547.2,NASD,SecurityBoard.Unknown
SPBC.US,Simplify US Equity PLUS Bitcoin Stgy ETF,USD,45.365,672352.8,0.8225698630136986,82791125.0,NASD,SecurityBoard.Unknown
NLSI.US,NEOS Long/Short Equity Income ETF,USD,51.985,672335.7894736842,0.0,0.0,AMEX,SecurityBoard.Unknown
GIPR.US,"Generation Income Properties, Inc.",USD,0.7402,671976.1333333333,11.125814981488457,4032440.8344,NASD,SecurityBoard.Unknown
AOUT.US,"American Outdoor Brands, Inc.",USD,8.25,671635.3,0.6841945966261307,103843665.75,NASD,SecurityBoard.Unknown
CHSCN.US,,USD,25.16,671139.7,0.0,0.0,NASD,SecurityBoard.Unknown
QDTY.US,YieldMax Nasdaq 100 0DTE Cove CllStgyETF,USD,43.74,670625.1666666666,7.635916666666668,8748000.0,NASD,SecurityBoard.Unknown
RMMZ.US,RiverNorth Manage Dur Muni Inc Fd II,USD,14.58,670414.6666666666,0.5419998717918695,123273929.16,NYSE,SecurityBoard.Unknown
LPCN.US,Lipocine Inc.,USD,7.52,670172.0666666667,2.1455273849765066,41750521.12,NASD,SecurityBoard.Unknown
SPRO.US,"Spero Therapeutics, Inc.",USD,2.6,669989.9666666667,0.5099537247197241,146482167.0,NASD,SecurityBoard.Unknown
GYRE.US,"Gyre Therapeutics, Inc.",USD,7.305,669562.1,0.09841551146466569,663954233.2049999,NASD,SecurityBoard.Unknown
ACGLO.US,,USD,20.56,668737.1,0.008966122049706532,7424162482.32,NASD,SecurityBoard.Unknown
PXLW.US,"Pixelworks, Inc.",USD,6.59,668557.3333333334,1.6269410430316564,41474461.55,NASD,SecurityBoard.Unknown
GLDB.US,IDX Alternative FIAT ETF,USD,25.59,665964.3333333334,0.0,0.0,NASD,SecurityBoard.Unknown
ESP.US,Espey Mfg. & Electronics Corp.,USD,46.75,665217.2666666667,0.5241980407435131,137215597.75,AMEX,SecurityBoard.Unknown
CODI-C.US,,USD,18.84,663256.2333333333,0.0,0.0,NYSE,SecurityBoard.Unknown
RSBT.US,Return Stacked Bonds & Managed Futs ETF,USD,18.3,662995.4,0.7527765112262522,88297500.0,AMEX,SecurityBoard.Unknown
KGRN.US,KraneShares MSCI China Clean Tech ETF,USD,27.51,662418.1666666666,1.1087586585190772,59146555.02,AMEX,SecurityBoard.Unknown
CHSCO.US,,USD,26.2,662346.2333333333,0.0,0.0,NASD,SecurityBoard.Unknown
XOCT.US,FT Vest US Eq Enh & Mod Buf ETF-Oct,USD,37.866,661233.3333333334,0.5463302083333333,121171200.0,AMEX,SecurityBoard.Unknown
NOCT.US,Innovator Growth-100 Pwr Buff ETF™ Oct,USD,58.282,661096.5333333333,0.3745938009787928,178634330.0,AMEX,SecurityBoard.Unknown
RITM-C.US,,USD,25.05,660998.1666666666,0.0,0.0,NYSE,SecurityBoard.Unknown
AOHY.US,Angel Oak High Yield Opportunities ETF,USD,11.135,660399.8333333334,0.5582733726394633,118465855.155,NASD,SecurityBoard.Unknown
SEPI.US,Shelton Equity Premium Income ETF,USD,26.56,659906.5333333333,0.0,0.0,AMEX,SecurityBoard.Unknown
CIMP.US,,USD,25.05,659438.3666666667,0.0,0.0,NYSE,SecurityBoard.Unknown
VNO-L.US,,USD,17.75,659155.8,0.0,0.0,NYSE,SecurityBoard.Unknown
RILYZ.US,,USD,12.75,658658.0333333333,0.0,0.0,NASD,SecurityBoard.Unknown
PFUT.US,Putnam Sustainable Future ETF,USD,25.929,658323.0333333333,0.17880536130536132,370784700.0,AMEX,SecurityBoard.Unknown
IHYF.US,Invesco High Yield Bond Factor ETF,USD,22.705,658205.3333333334,1.1085178117048347,59487099.99999999,NASD,SecurityBoard.Unknown
KJUL.US,Innovator Russell 2000 Pwr Bffr ETF™ Jul,USD,32.06,657866.1,0.502839837398374,131446000.00000001,AMEX,SecurityBoard.Unknown
XDIV.US,Roundhill S&P 500 No Dividend Target ETF,USD,28.01,657596.3666666667,236.7866666666667,280100.0,AMEX,SecurityBoard.Unknown
ANYYY.US,"Aena S.M.E., S.A.",USD,14.46,657464.6793666667,0.0015955644444444446,43380000000.0,OTC,SecurityBoard.Unknown
FMTM.US,MarketDesk Focused U.S. Momentum ETF,USD,34.025,657350.4333333333,2.141347517730497,31983500.0,NASD,SecurityBoard.Unknown
EDGI.US,3EDGE Dynamic International Equity ETF,USD,29.03,656918.8666666667,0.6245606469002696,107701300.0,AMEX,SecurityBoard.Unknown
GFEB.US,FT Vest U.S. Eq Mod Buffr ETF - Feb,USD,41.715,656515.3333333334,0.1690944,391078125.00000006,AMEX,SecurityBoard.Unknown
OCC.US,Optical Cable Corporation,USD,4.27,656314.8,1.2533279519402516,37875198.9,NASD,SecurityBoard.Unknown
AGNCN.US,,USD,25.32,656017.1,0.0023940079949916664,27161373452.4,NASD,SecurityBoard.Unknown
NUGY.US,Graniteshares YieldBOOST Gold Miners ETF,USD,23.335,655684.3666666667,0.0,0.0,NASD,SecurityBoard.Unknown
PSA-H.US,,USD,23.22,655639.4333333333,0.0,0.0,NYSE,SecurityBoard.Unknown
SIXA.US,ETC 6 Meridian Mega Cap Equity ETF,USD,50.02,655095.1333333333,0.13795461741424803,473939500.0,AMEX,SecurityBoard.Unknown
IDLV.US,Invesco S&P Intl Dev Low Vol ETF,USD,33.973,654769.9,0.1592358126721763,411073300.0,AMEX,SecurityBoard.Unknown
KRON.US,"Kronos Bio, Inc.",USD,0.88,654154.7132,1.2588828511293706,53725182.72,NASD,SecurityBoard.Unknown
EMHC.US,State Street® SPDR® Blmbg EM USD Bd ETF,USD,25.41,654135.1666666666,0.32438016877637127,200739000.0,AMEX,SecurityBoard.Unknown
XBTY.US,GraniteShares YieldBOOST Bitcoin ETF,USD,11.177,654007.5333333333,28.36550817245914,2235411.177,NASD,SecurityBoard.Unknown
CRIS.US,"Curis, Inc.",USD,0.8403,653265.3,4.839305028321796,10864115.175900001,NASD,SecurityBoard.Unknown
ECNS.US,iShares MSCI China Small-Cap ETF,USD,34.02,652757.1666666666,0.8524948148148149,76545000.0,AMEX,SecurityBoard.Unknown
TRAW.US,"Traws Pharma, Inc.",USD,1.34,652192.5666666667,4.087737913795837,10707761.780000001,NASD,SecurityBoard.Unknown
MEXX.US,Direxion Dly MSCI Mexico Bull 3X ShsETF,USD,25.514,652030.7,2.3601263412557962,28474261.849999998,AMEX,SecurityBoard.Unknown
SLMBP.US,,USD,73.345,651105.7666666667,0.004361041626119173,14891869710.905,NASD,SecurityBoard.Unknown
HCACU.US,,USD,10.02,649920.9,0.2550607175451603,254754882.78,NASD,SecurityBoard.Unknown
FTMS.US,Franklin Short-Term Municipal Income ETF,USD,9.96,649718.1,0.0,0.0,AMEX,SecurityBoard.Unknown
TRUD.US,VanEck Consumer Disc TruSector ETF,USD,26.587,649296.1,0.0,0.0,NASD,SecurityBoard.Unknown
DMAT.US,Global X Disruptive Materials ETF,USD,30.258,649000.4,10.783303030303031,6656760.0,NASD,SecurityBoard.Unknown
PFIG.US,Invesco Fdmtl Invmt Grd Corp Bd ETF,USD,24.34,648634.1666666666,0.7309726027397261,88841000.0,AMEX,SecurityBoard.Unknown
HYDR.US,Global X Hydrogen ETF,USD,34.76,648398.0333333333,1.264935720262987,50745950.199999996,NASD,SecurityBoard.Unknown
BBP.US,Virtus LifeSci Biotech Products ETF,USD,82.175,648121.6,2.050487828455049,32870328.7,AMEX,SecurityBoard.Unknown
NXTC.US,"NextCure, Inc.",USD,13.98,647289.5,0.9644323726159117,72742120.02,NASD,SecurityBoard.Unknown
MIN.US,MFS Intermediate Income,USD,2.63,647214.0666666667,0.21614365124587137,299289365.94,NYSE,SecurityBoard.Unknown
TUGN.US,STF Tactical Growth & Income ETF,USD,25.62,646933.2333333333,1.0301836734693877,62769000.0,NASD,SecurityBoard.Unknown
GOOP.US,Kurv Yield Premium Str Google ETF,USD,39.88,646916.0,4.869029411764706,13559200.0,AMEX,SecurityBoard.Unknown
AFIF.US,Anfield Universal Fixed Income ETF,USD,9.44,646633.2333333333,0.45247524752475243,143016000.0,AMEX,SecurityBoard.Unknown
BCTX.US,BriaCell Therapeutics Corp.,USD,7.13,646503.1666666666,4.09569054305649,12513927.17,NASD,SecurityBoard.Unknown
BKUI.US,BNY Mellon Ultra Short Income ETF,USD,49.785,645710.0333333333,0.2758034874176977,233989549.785,AMEX,SecurityBoard.Unknown
BACC.US,Blue Acquisition Corp.,USD,10.22,645083.7666666667,0.22425244189204296,285773305.86,NASD,SecurityBoard.Unknown
VOYA-B.US,,USD,24.85,644956.4333333333,0.0,0.0,NYSE,SecurityBoard.Unknown
TYGO.US,"Tigo Energy, Inc.",USD,1.56,644590.4,0.5751423418149576,109749506.88000001,NASD,SecurityBoard.Unknown
ONL.US,Orion Properties Inc.,USD,2.19,644589.6,0.5332173516390074,123329048.46,NYSE,SecurityBoard.Unknown
AGRZ.US,Agroz Inc.,USD,0.68,644130.9,1.6001096885587773,14737969.8,NASD,SecurityBoard.Unknown
SCEP.US,Sterling Capital Hedged Eq Prm Inc ETF,USD,25.07,643378.5,0.0,0.0,AMEX,SecurityBoard.Unknown
AKTX.US,"Akari Therapeutics, Plc",USD,0.2874,642955.9666666667,4.124492014998823,13158179.0496,NASD,SecurityBoard.Unknown
BURBY.US,Burberry Group plc,USD,17.99,642439.1047333333,0.01090308820494317,6461745184.089999,OTC,SecurityBoard.Unknown
AVSU.US,Avantis Responsible US Equity ETF,USD,77.94,642247.2,0.14828924162257495,441919800.0,AMEX,SecurityBoard.Unknown
ORGN.US,"Origin Materials, Inc.",USD,0.2251,642059.6,1.4759406153581822,34023832.3605,NASD,SecurityBoard.Unknown
QUIZ.US,Zacks Quality International ETF,USD,27.05,642046.8,0.0,0.0,AMEX,SecurityBoard.Unknown
WNEB.US,"Western New England Bancorp, Inc.",USD,12.36,640468.6333333333,0.24613214710232661,250558360.32,NASD,SecurityBoard.Unknown
BFIN.US,BankFinancial Corporation,USD,12.0,640309.8546333333,0.42024331795321784,149528136.0,NASD,SecurityBoard.Unknown
RSPF.US,Invesco S&P 500® Equal Weight Fincl ETF,USD,79.815,640255.1666666666,0.19597275641025638,332030400.0,AMEX,SecurityBoard.Unknown
AESR.US,Anfield US Equity Sector Rotation ETF,USD,17.375,639734.5,0.4685142857142857,133787500.0,AMEX,SecurityBoard.Unknown
FTMU.US,Franklin Municipal Income ETF,USD,7.865,639609.6,0.0,0.0,AMEX,SecurityBoard.Unknown
EDEN.US,iShares MSCI Denmark ETF,USD,119.177,639544.7,0.281625,238354000.0,AMEX,SecurityBoard.Unknown
CIM-D.US,,USD,22.89,639220.6,0.0,0.0,NYSE,SecurityBoard.Unknown
BCML.US,BayCom Corp,USD,28.19,638891.6,0.19323169396796852,305131012.53000003,NASD,SecurityBoard.Unknown
WDTE.US,Defiance S&P 500 Trgt 30 Wkly Dis ETF,USD,31.85,638746.5666666667,0.958727775076278,66088081.150000006,AMEX,SecurityBoard.Unknown
YJUN.US,FT Vest Intl Eq Mod Bf ETF June,USD,25.83,638420.4666666667,0.42120155213506716,152397051.66,AMEX,SecurityBoard.Unknown
ULTI.US,REX IncomeMax Option Strategy ETF,USD,15.975,637846.3666666667,0.0,0.0,NASD,SecurityBoard.Unknown
BBHL.US,BBH Select Large Cap ETF,USD,16.421,637744.3666666667,0.0,0.0,AMEX,SecurityBoard.Unknown
NOWL.US,GraniteShares 2x Long NOW Daily ETF,USD,13.803,637730.1333333333,0.0,0.0,NASD,SecurityBoard.Unknown
CFG-H.US,,USD,26.44,637637.3333333334,0.0,0.0,NYSE,SecurityBoard.Unknown
OZKAP.US,Bank OZK Non-Cum Perp Pfd Registered Shs Series A,USD,16.705,637488.3666666667,0.0344393691153079,1881455300.465,NASD,SecurityBoard.Unknown
EMP.US,,USD,20.73,637456.1333333333,0.0,0.0,NYSE,SecurityBoard.Unknown
SCE-L.US,,USD,17.82,636701.6697333333,0.0,0.0,NYSE,SecurityBoard.Unknown
OPBK.US,OP Bancorp,USD,14.01,636578.0666666667,0.30004517560825283,208547452.14,NASD,SecurityBoard.Unknown
QJUN.US,FT Vest Nasdaq-100 Buffer ETF - Jun,USD,32.03,636107.9,0.09566458911714344,671028564.0600001,AMEX,SecurityBoard.Unknown
CHSCM.US,,USD,24.71,635713.3666666667,0.0,0.0,NASD,SecurityBoard.Unknown
CINT.US,CI&T Inc.,USD,4.36,635095.1666666666,0.10862151070827229,565999765.6,NYSE,SecurityBoard.Unknown
VBNK.US,VersaBank,USD,14.75,635085.3,0.1410395489330832,474472749.0,NASD,SecurityBoard.Unknown
CRTC.US,Xtrackers US National Crtcl Techs ETF,USD,37.45,635071.9666666667,8.676839949133587,7490037.45,AMEX,SecurityBoard.Unknown
EPSN.US,Epsilon Energy Ltd.,USD,4.3,634489.4333333333,0.5528606765571862,104498858.0,NASD,SecurityBoard.Unknown
NCZ.US,Virtus Convertible & Income Fund II,USD,14.19,633372.6333333333,0.2392803003509707,270020630.21999997,NYSE,SecurityBoard.Unknown
HIPS.US,GraniteShares HIPS US High Income ETF,USD,11.72,632693.5,0.6197699421965318,101378000.0,AMEX,SecurityBoard.Unknown
CALC.US,"CalciMedica, Inc.",USD,5.78,632274.3666666667,0.9245875149407357,83286511.18,NASD,SecurityBoard.Unknown
OACP.US,OneAscent Core Plus Bond ETF,USD,23.07,632178.7,0.34853375796178343,181099500.0,AMEX,SecurityBoard.Unknown
RSMC.US,Rockefeller U.S. Small-Mid Cap ETF,USD,26.129,632163.8333333334,0.08613412366341237,749379720.0,AMEX,SecurityBoard.Unknown
USEP.US,Innovator US Equity Ultra Buffer ETF-Sep,USD,39.43,632085.7333333333,0.45072447552447553,140962250.0,AMEX,SecurityBoard.Unknown
LAZRQ.US,,USD,0.086,631519.2956666667,7.028829920182314,6695880.363999999,OTC,SecurityBoard.Unknown
TACK.US,Fairlead Tactical Sector,USD,30.29,631197.0,0.22662396842482954,281394100.0,AMEX,SecurityBoard.Unknown
CNTB.US,Connect Biopharma Holdings Limited,USD,2.35,630907.2666666667,0.4159946680512427,131373255.55000001,NASD,SecurityBoard.Unknown
ITDE.US,iShares LifePath Target Date 2045 ETF,USD,36.71,630869.4666666667,1.72528,36710000.0,AMEX,SecurityBoard.Unknown
CVSB.US,Calvert Ultra-Short Investment Grade ETF,USD,50.79,630737.2,0.35510761904761906,177765000.0,AMEX,SecurityBoard.Unknown
ATLCZ.US,,USD,25.45,630590.1333333333,0.1638691730624316,385351938.5,NASD,SecurityBoard.Unknown
XOMO.US,YieldMax XOM Option Income Strategy ETF,USD,11.45,630217.3,1.2771686274509804,48662500.0,AMEX,SecurityBoard.Unknown
